sku_id,product_name,category,color,size,supplier_id,cost_price,mrp,units_purchased,units_sold_total,units_on_hand,stock_remaining_pct,sell_through_rate,last_sale_date,days_since_last_sale,velocity_overall,units_sold_last_4w,weeks_of_stock,bleed_score,margin_at_risk,status,top_channel,action,recommended_discount_pct,reason,markdown_price,projected_recovery,est_revenue_if_actioned,urgency_rank
SKU-0228,Ikat Coord Set (Chanderi),Coord Set,Terracotta,L,SUP-007,793,1550,37,32,5,0.135,0.865,2024-09-13,79,1.59,0.0,999.0,10.66,3785,Critical,Online - Instagram,Planned markdown,25,Slowing velocity (1.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1162,3028,4648,2
SKU-0221,Shibori Coord Set (Cotton),Coord Set,Mauve,L,SUP-008,765,2243,72,55,17,0.236,0.764,2024-10-19,43,3.6,0.0,999.0,10.15,25126,Warning,Store - MG Road,Planned markdown,25,Slowing velocity (3.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1682,20101,22875,2
SKU-0370,Block print Dupatta (Rayon),Dupatta,Terracotta,L,SUP-010,191,805,98,79,19,0.194,0.806,2024-10-10,52,4.53,0.0,999.0,10.09,11666,Critical,Store - MG Road,Planned markdown,15,Slowing velocity (4.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,684,9333,10397,2
SKU-0055,Ikat Kurta (Chanderi),Kurta,Sage green,S,SUP-010,599,1471,48,35,13,0.271,0.729,2024-10-25,37,2.99,0.0,999.0,10.03,11336,Warning,Online - Website,Planned markdown,20,Slowing velocity (3.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1177,9069,12241,2
SKU-0006,Chikankari Kurta (Mul mul),Kurta,Blush pink,M,SUP-001,402,1289,65,52,13,0.2,0.8,2024-10-13,49,3.47,0.0,999.0,9.8,11531,Warning,Online - Website,Planned markdown,20,Slowing velocity (3.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1031,9225,10722,2
SKU-0181,Bandhani Saree (Chanderi),Saree,Rust,S,SUP-008,1023,2517,120,78,42,0.35,0.65,2024-11-03,28,5.15,2.0,84.0,9.8,62748,Warning,Online - Instagram,Planned markdown,25,Slowing velocity (5.2 units/week). 84 weeks of stock at current pace. Schedule markdown for next week.,1888,50198,63437,2
SKU-0397,Bandhani Dress (Georgette),Dress,Sage green,XL,SUP-003,638,1181,77,47,30,0.39,0.61,2024-11-06,25,3.13,4.0,30.0,9.75,16290,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (3.1 units/week). 30 weeks of stock at current pace. Schedule markdown for next week.,945,13032,22680,2
SKU-0496,Ajrakh Palazzo (Rayon),Palazzo,Terracotta,M,SUP-006,236,736,69,48,21,0.304,0.696,2024-10-30,32,3.43,0.0,999.0,9.73,10500,Warning,Store - Koramangala,Planned markdown,15,Slowing velocity (3.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,626,8400,10517,2
SKU-0080,Bandhani Kurta (Rayon),Kurta,Ochre,S,SUP-003,561,1410,98,82,16,0.163,0.837,2024-10-03,59,3.38,0.0,999.0,9.62,13584,Critical,Store - Koramangala,Planned markdown,20,Slowing velocity (3.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1128,10867,14438,2
SKU-0014,Bandhani Kurta (Cotton),Kurta,Mauve,S,SUP-007,384,1688,43,34,9,0.209,0.791,2024-10-16,46,2.09,0.0,999.0,9.61,11736,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (2.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1350,9389,9720,2
SKU-0217,Dabu print Coord Set (Mul mul),Coord Set,Indigo,XL,SUP-005,781,1499,67,46,21,0.313,0.687,2024-11-01,30,3.22,0.0,999.0,9.39,15078,Warning,Online - Nykaa,Planned markdown,25,Slowing velocity (3.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1124,12062,18883,2
SKU-0335,Kalamkari Dupatta (Silk blend),Dupatta,Blush pink,L,SUP-010,242,527,37,32,5,0.135,0.865,2024-09-23,69,1.4,0.0,999.0,9.32,1425,Critical,Online - Nykaa,Planned markdown,15,Slowing velocity (1.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,448,1140,1792,2
SKU-0347,Block print Dupatta (Georgette),Dupatta,Teal,M,SUP-004,275,396,87,74,13,0.149,0.851,2024-10-01,61,3.22,0.0,999.0,9.09,1573,Critical,Store - Koramangala,Planned markdown,15,Slowing velocity (3.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,337,1258,3505,2
SKU-0369,Bandhani Dupatta (Silk blend),Dupatta,Ivory,L,SUP-003,160,388,105,90,15,0.143,0.857,2024-09-29,63,4.09,0.0,999.0,9.01,3420,Critical,Store - Koramangala,Planned markdown,15,Slowing velocity (4.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,330,2736,3960,2
SKU-0421,Chikankari Dress (Rayon),Dress,Indigo,XS,SUP-008,729,2051,37,31,6,0.162,0.838,2024-10-08,54,1.92,0.0,999.0,8.75,7932,Critical,Online - Nykaa,Planned markdown,20,Slowing velocity (1.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1641,6346,7877,2
SKU-0281,Ikat Coord Set (Georgette),Coord Set,Mauve,S,SUP-004,687,1794,63,53,10,0.159,0.841,2024-10-07,55,2.29,0.0,999.0,8.75,11070,Critical,Online - Nykaa,Planned markdown,25,Slowing velocity (2.3 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1346,8856,10768,2
SKU-0333,Block print Dupatta (Georgette),Dupatta,Indigo,XS,SUP-008,177,633,32,21,11,0.344,0.656,2024-11-06,25,3.77,7.0,6.3,8.6,5016,Warning,Online - Nykaa,Planned markdown,15,Slowing velocity (3.8 units/week). 6 weeks of stock at current pace. Schedule markdown for next week.,538,4013,4734,2
SKU-0222,Mirror work Coord Set (Mul mul),Coord Set,Charcoal,M,SUP-005,500,1712,76,55,21,0.276,0.724,2024-10-31,31,5.0,0.0,999.0,8.56,25452,Warning,Store - MG Road,Planned markdown,25,Slowing velocity (5.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1284,20362,21571,2
SKU-0078,Ikat Kurta (Chanderi),Kurta,Blush pink,S,SUP-002,357,1071,57,45,12,0.211,0.789,2024-10-23,39,3.0,0.0,999.0,8.23,8568,Warning,Online - Website,Planned markdown,20,Slowing velocity (3.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,857,6854,8227,2
SKU-0019,Shibori Kurta (Silk blend),Kurta,Charcoal,L,SUP-009,539,1174,32,27,5,0.156,0.844,2024-10-10,52,1.33,0.0,999.0,8.11,3175,Critical,Store - Koramangala,Planned markdown,20,Slowing velocity (1.3 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,939,2540,3756,2
SKU-0301,Kalamkari Dupatta (Silk blend),Dupatta,Ivory,L,SUP-008,263,421,128,106,22,0.172,0.828,2024-10-15,47,5.23,0.0,999.0,8.08,3476,Warning,Store - Koramangala,Planned markdown,15,Slowing velocity (5.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,358,2781,6301,2
SKU-0031,Bagru print Kurta (Linen),Kurta,Blush pink,XS,SUP-008,557,1080,145,124,21,0.145,0.855,2024-10-08,54,5.39,0.0,999.0,7.83,10983,Critical,Store - Indiranagar,Planned markdown,20,Slowing velocity (5.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,864,8786,14515,2
SKU-0092,Block print Kurta (Mul mul),Kurta,Sage green,XL,SUP-002,533,1350,35,28,7,0.2,0.8,2024-10-23,39,2.25,0.0,999.0,7.8,5719,Warning,Store - Koramangala,Planned markdown,20,Slowing velocity (2.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1080,4575,6048,2
SKU-0404,Chikankari Dress (Cotton),Dress,Indigo,XXL,SUP-004,613,1802,59,51,8,0.136,0.864,2024-10-10,52,3.05,0.0,999.0,7.07,9512,Critical,Store - MG Road,Planned markdown,20,Slowing velocity (3.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1442,7610,9229,2
SKU-0310,Bandhani Dupatta (Cotton),Dupatta,Rust,XXL,SUP-008,277,431,138,112,26,0.188,0.812,2024-10-25,37,4.9,0.0,999.0,6.96,4004,Warning,Online - Instagram,Planned markdown,15,Slowing velocity (4.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,366,3203,7613,2
SKU-0409,Chikankari Dress (Georgette),Dress,Terracotta,S,SUP-004,633,1130,101,74,27,0.267,0.733,2024-11-05,26,5.51,2.0,54.0,6.94,13419,Warning,Store - Koramangala,Planned markdown,20,Slowing velocity (5.5 units/week). 54 weeks of stock at current pace. Schedule markdown for next week.,904,10735,19526,2
SKU-0106,Mirror work Kurta (Rayon),Kurta,Charcoal,XS,SUP-005,575,1392,51,41,10,0.196,0.804,2024-10-27,35,3.99,0.0,999.0,6.86,8170,Warning,Online - Instagram,Planned markdown,20,Slowing velocity (4.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1114,6536,8912,2
SKU-0249,Dabu print Coord Set (Silk blend),Coord Set,Mauve,L,SUP-002,651,2119,53,39,14,0.264,0.736,2024-11-06,25,4.4,2.0,28.0,6.6,20552,Warning,Online - Instagram,Planned markdown,25,Slowing velocity (4.4 units/week). 28 weeks of stock at current pace. Schedule markdown for next week.,1589,16442,17797,2
SKU-0346,Bandhani Dupatta (Cotton),Dupatta,Sage green,XL,SUP-002,227,488,95,76,19,0.2,0.8,2024-10-29,33,4.97,0.0,999.0,6.6,4959,Warning,Store - Koramangala,Planned markdown,15,Slowing velocity (5.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,415,3967,6308,2
SKU-0354,Chikankari Dupatta (Cotton),Dupatta,Rust,L,SUP-008,182,422,67,58,9,0.134,0.866,2024-10-13,49,2.96,0.0,999.0,6.57,2160,Warning,Online - Website,Planned markdown,15,Slowing velocity (3.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,359,1728,2585,2
SKU-0118,Dabu print Kurta (Cotton),Kurta,Indigo,XXL,SUP-003,411,1081,67,57,10,0.149,0.851,2024-10-18,44,3.91,0.0,999.0,6.56,6700,Warning,Store - Koramangala,Planned markdown,20,Slowing velocity (3.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,865,5360,6920,2
SKU-0360,Mirror work Dupatta (Mul mul),Dupatta,Charcoal,M,SUP-010,206,780,81,62,19,0.235,0.765,2024-11-04,27,4.88,1.0,76.0,6.34,10906,Warning,Online - Instagram,Planned markdown,15,Slowing velocity (4.9 units/week). 76 weeks of stock at current pace. Schedule markdown for next week.,663,8725,10078,2
SKU-0156,Ajrakh Saree (Rayon),Saree,Charcoal,XS,SUP-008,1164,2681,46,40,6,0.13,0.87,2024-10-15,47,1.68,0.0,999.0,6.11,9102,Warning,Online - Nykaa,Planned markdown,25,Slowing velocity (1.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2011,7282,9653,2
SKU-0435,Bagru print Dress (Linen),Dress,Charcoal,XS,SUP-002,594,1663,55,47,8,0.145,0.855,2024-10-20,42,2.86,0.0,999.0,6.09,8552,Warning,Online - Nykaa,Planned markdown,20,Slowing velocity (2.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1330,6842,8512,2
SKU-0001,Bagru print Kurta (Rayon),Kurta,Mauve,S,SUP-003,452,1385,116,89,27,0.233,0.767,2024-11-05,26,5.88,4.0,27.0,6.06,25191,Warning,Online - Nykaa,Planned markdown,20,Slowing velocity (5.9 units/week). 27 weeks of stock at current pace. Schedule markdown for next week.,1108,20153,23933,2
SKU-0427,Dabu print Dress (Mul mul),Dress,Ochre,XL,SUP-010,538,1883,88,75,13,0.148,0.852,2024-10-22,40,4.49,0.0,999.0,5.92,17485,Warning,Online - Website,Planned markdown,20,Slowing velocity (4.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1506,13988,15662,2
SKU-0451,Shibori Palazzo (Cotton),Palazzo,Mauve,S,SUP-001,286,815,46,38,8,0.174,0.826,2024-10-28,34,3.69,0.0,999.0,5.92,4232,Warning,Store - MG Road,Planned markdown,15,Slowing velocity (3.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,693,3386,4435,2
SKU-0028,Bagru print Kurta (Cotton),Kurta,Charcoal,XS,SUP-002,477,1500,52,42,10,0.192,0.808,2024-11-01,30,3.09,0.0,999.0,5.76,10230,Warning,Online - Website,Planned markdown,20,Slowing velocity (3.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1200,8184,9600,2
SKU-0083,Block print Kurta (Rayon),Kurta,Teal,XXL,SUP-001,447,1054,98,78,20,0.204,0.796,2024-11-03,28,4.88,2.0,40.0,5.71,12140,Warning,Online - Nykaa,Planned markdown,20,Slowing velocity (4.9 units/week). 40 weeks of stock at current pace. Schedule markdown for next week.,843,9712,13488,2
SKU-0386,Bandhani Dress (Georgette),Dress,Ochre,L,SUP-002,589,1223,102,85,17,0.167,0.833,2024-10-28,34,5.22,0.0,999.0,5.68,10778,Warning,Store - Koramangala,Planned markdown,20,Slowing velocity (5.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,978,8622,13301,2
SKU-0483,Bandhani Palazzo (Mul mul),Palazzo,Rust,S,SUP-005,240,697,63,55,8,0.127,0.873,2024-10-19,43,3.18,0.0,999.0,5.46,3656,Warning,Store - Indiranagar,Planned markdown,15,Slowing velocity (3.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,592,2925,3789,2
SKU-0242,Mirror work Coord Set (Silk blend),Coord Set,Indigo,XXL,SUP-004,823,2188,141,118,23,0.163,0.837,2024-10-29,33,5.36,0.0,999.0,5.38,31395,Warning,Online - Instagram,Planned markdown,25,Slowing velocity (5.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1641,25116,30194,2
SKU-0040,Bandhani Kurta (Linen),Kurta,Blush pink,S,SUP-006,572,1515,52,43,9,0.173,0.827,2024-10-31,31,4.24,0.0,999.0,5.36,8487,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (4.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1212,6790,8726,2
SKU-0088,Block print Kurta (Georgette),Kurta,Teal,XL,SUP-005,571,1712,43,37,6,0.14,0.86,2024-10-24,38,3.7,0.0,999.0,5.32,6846,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (3.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1370,5477,6576,2
SKU-0303,Shibori Dupatta (Mul mul),Dupatta,Sage green,XXL,SUP-010,274,415,119,99,20,0.168,0.832,2024-11-01,30,5.54,0.0,999.0,5.04,2820,Warning,Online - Nykaa,Planned markdown,15,Slowing velocity (5.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,353,2256,5648,2
SKU-0436,Ikat Dress (Cotton),Dress,Blush pink,XXL,SUP-001,660,1104,79,69,10,0.127,0.873,2024-10-24,38,4.98,0.0,999.0,4.83,4440,Warning,Online - Website,Planned markdown,20,Slowing velocity (5.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,883,3552,7064,2
SKU-0454,Chikankari Palazzo (Chanderi),Palazzo,Sage green,S,SUP-004,348,1011,138,115,23,0.167,0.833,2024-11-03,28,5.55,3.0,30.7,4.68,15249,Warning,Online - Instagram,Planned markdown,15,Slowing velocity (5.5 units/week). 31 weeks of stock at current pace. Schedule markdown for next week.,859,12199,15806,2
SKU-0090,Bandhani Kurta (Georgette),Kurta,Indigo,L,SUP-009,635,1284,67,59,8,0.119,0.881,2024-10-24,38,3.97,0.0,999.0,4.52,5192,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (4.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1027,4154,6573,2
SKU-0223,Block print Coord Set (Mul mul),Coord Set,Blush pink,L,SUP-006,703,1564,137,21,116,0.847,0.153,2024-11-14,17,2.37,5.0,92.8,14.4,99876,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (116 units). Bundle with complementary SKU to accelerate sell-through.,1329,54932,123331,3
SKU-0348,Kalamkari Dupatta (Silk blend),Dupatta,Charcoal,XL,SUP-005,272,652,75,17,58,0.773,0.227,2024-11-14,17,2.33,7.0,33.1,13.14,22040,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (58 units). Bundle with complementary SKU to accelerate sell-through.,554,12122,25706,3
SKU-0213,Ikat Coord Set (Rayon),Coord Set,Sage green,L,SUP-004,712,1558,89,12,77,0.865,0.135,2024-11-22,9,2.27,7.0,44.0,7.78,65142,Healthy,Store - Koramangala,Bundle offer,15,Good velocity but high absolute stock (77 units). Bundle with complementary SKU to accelerate sell-through.,1324,35828,81558,3
SKU-0339,Shibori Dupatta (Mul mul),Dupatta,Teal,XS,SUP-007,229,595,146,11,135,0.925,0.075,2024-11-23,8,2.41,8.0,67.5,7.4,49410,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (135 units). Bundle with complementary SKU to accelerate sell-through.,506,27176,54648,3
SKU-0308,Block print Dupatta (Georgette),Dupatta,Teal,L,SUP-003,176,778,117,18,99,0.846,0.154,2024-11-25,6,3.82,16.0,24.8,5.08,59598,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (99 units). Bundle with complementary SKU to accelerate sell-through.,661,32779,52351,3
SKU-0108,Kalamkari Kurta (Mul mul),Kurta,Blush pink,XXL,SUP-002,592,1492,113,27,86,0.761,0.239,2024-11-27,4,3.57,13.0,26.5,3.04,77400,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (86 units). Bundle with complementary SKU to accelerate sell-through.,1268,42570,87238,3
SKU-0487,Block print Palazzo (Cotton),Palazzo,Sage green,XS,SUP-009,299,963,65,19,46,0.708,0.292,2024-11-27,4,3.5,13.0,14.2,2.83,30544,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (46 units). Bundle with complementary SKU to accelerate sell-through.,819,16799,30139,3
SKU-0015,Dabu print Kurta (Chanderi),Kurta,Rust,XS,SUP-004,632,1342,125,14,111,0.888,0.112,2024-11-28,3,3.5,14.0,31.7,2.66,78810,Healthy,Store - MG Road,Bundle offer,15,Good velocity but high absolute stock (111 units). Bundle with complementary SKU to accelerate sell-through.,1141,43346,101321,3
SKU-0097,Shibori Kurta (Chanderi),Kurta,Charcoal,XS,SUP-006,383,1027,140,17,123,0.879,0.121,2024-11-28,3,2.05,7.0,70.3,2.64,79212,Healthy,Store - MG Road,Bundle offer,15,Good velocity but high absolute stock (123 units). Bundle with complementary SKU to accelerate sell-through.,873,43567,85903,3
SKU-0447,Bandhani Dress (Cotton),Dress,Charcoal,XL,SUP-007,667,1766,142,25,117,0.824,0.176,2024-11-28,3,3.72,14.0,33.4,2.47,128583,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (117 units). Bundle with complementary SKU to accelerate sell-through.,1501,70721,140494,3
SKU-0491,Block print Palazzo (Rayon),Palazzo,Teal,L,SUP-001,320,590,139,26,113,0.813,0.187,2024-11-28,3,3.5,14.0,32.3,2.44,30510,Healthy,Online - Instagram,Bundle offer,15,Good velocity but high absolute stock (113 units). Bundle with complementary SKU to accelerate sell-through.,502,16780,45381,3
SKU-0279,Bagru print Coord Set (Georgette),Coord Set,Mauve,XS,SUP-005,648,2049,119,28,91,0.765,0.235,2024-11-28,3,2.76,11.0,33.1,2.3,127491,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (91 units). Bundle with complementary SKU to accelerate sell-through.,1742,70120,126818,3
SKU-0319,Ikat Dupatta (Cotton),Dupatta,Sage green,XL,SUP-008,179,713,137,33,104,0.759,0.241,2024-11-28,3,3.3,13.0,32.0,2.28,55536,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (104 units). Bundle with complementary SKU to accelerate sell-through.,606,30545,50419,3
SKU-0285,Bagru print Coord Set (Silk blend),Coord Set,Ochre,XS,SUP-001,783,2114,89,24,65,0.73,0.27,2024-11-28,3,3.57,14.0,18.6,2.19,86515,Healthy,Online - Instagram,Bundle offer,15,Good velocity but high absolute stock (65 units). Bundle with complementary SKU to accelerate sell-through.,1797,47583,93444,3
SKU-0109,Mirror work Kurta (Linen),Kurta,Ivory,XXL,SUP-008,569,1024,131,5,126,0.962,0.038,2024-11-29,2,2.06,5.0,100.8,1.92,57330,Healthy,Store - MG Road,Bundle offer,15,Good velocity but high absolute stock (126 units). Bundle with complementary SKU to accelerate sell-through.,870,31532,87696,3
SKU-0411,Chikankari Dress (Chanderi),Dress,Teal,XXL,SUP-002,441,2153,111,6,105,0.946,0.054,2024-11-29,2,2.47,6.0,70.0,1.89,179760,Healthy,Online - Instagram,Bundle offer,15,Good velocity but high absolute stock (105 units). Bundle with complementary SKU to accelerate sell-through.,1830,98868,153720,3
SKU-0047,Chikankari Kurta (Mul mul),Kurta,Ochre,XL,SUP-004,409,1569,123,8,115,0.935,0.065,2024-11-29,2,3.11,8.0,57.5,1.87,133400,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (115 units). Bundle with complementary SKU to accelerate sell-through.,1334,73370,122728,3
SKU-0406,Bagru print Dress (Georgette),Dress,Indigo,M,SUP-008,581,1421,116,13,103,0.888,0.112,2024-11-29,2,3.5,13.0,31.7,1.78,86520,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (103 units). Bundle with complementary SKU to accelerate sell-through.,1208,47586,99539,3
SKU-0172,Ajrakh Saree (Cotton),Saree,Teal,L,SUP-004,2142,5615,88,12,76,0.864,0.136,2024-11-29,2,3.5,12.0,25.3,1.73,263948,Healthy,Online - Instagram,Bundle offer,15,Good velocity but high absolute stock (76 units). Bundle with complementary SKU to accelerate sell-through.,4773,145171,290198,3
SKU-0130,Mirror work Saree (Georgette),Saree,Rust,XL,SUP-009,1782,5072,82,11,71,0.866,0.134,2024-11-29,2,5.5,11.0,25.8,1.73,233590,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (71 units). Bundle with complementary SKU to accelerate sell-through.,4311,128475,244865,3
SKU-0209,Shibori Coord Set (Rayon),Coord Set,Rust,S,SUP-003,511,1486,84,12,72,0.857,0.143,2024-11-29,2,3.36,12.0,24.0,1.71,70200,Healthy,Online - Instagram,Bundle offer,15,Good velocity but high absolute stock (72 units). Bundle with complementary SKU to accelerate sell-through.,1263,38610,72749,3
SKU-0124,Ikat Saree (Mul mul),Saree,Indigo,M,SUP-003,1980,5919,144,22,122,0.847,0.153,2024-11-29,2,8.56,22.0,22.2,1.69,480558,Healthy,Store - MG Road,Bundle offer,15,Good velocity but high absolute stock (122 units). Bundle with complementary SKU to accelerate sell-through.,5031,264307,491026,3
SKU-0423,Bandhani Dress (Rayon),Dress,Charcoal,XS,SUP-006,484,1455,83,14,69,0.831,0.169,2024-11-29,2,2.88,10.0,27.6,1.66,66999,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (69 units). Bundle with complementary SKU to accelerate sell-through.,1237,36849,68282,3
SKU-0274,Ajrakh Coord Set (Rayon),Coord Set,Blush pink,XS,SUP-007,629,1781,112,22,90,0.804,0.196,2024-11-29,2,6.42,22.0,16.4,1.61,103680,Healthy,Store - MG Road,Bundle offer,15,Good velocity but high absolute stock (90 units). Bundle with complementary SKU to accelerate sell-through.,1514,57024,109008,3
SKU-0082,Kalamkari Kurta (Chanderi),Kurta,Charcoal,XXL,SUP-001,495,1173,106,21,85,0.802,0.198,2024-11-29,2,6.12,21.0,16.2,1.6,57630,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (85 units). Bundle with complementary SKU to accelerate sell-through.,997,31697,67796,3
SKU-0008,Ajrakh Kurta (Chanderi),Kurta,Sage green,XXL,SUP-008,540,1351,107,22,85,0.794,0.206,2024-11-29,2,2.7,11.0,30.9,1.59,68935,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (85 units). Bundle with complementary SKU to accelerate sell-through.,1148,37914,78064,3
SKU-0053,Kalamkari Kurta (Georgette),Kurta,Ivory,XXL,SUP-004,435,1646,98,21,77,0.786,0.214,2024-11-29,2,3.5,13.0,23.7,1.57,93247,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (77 units). Bundle with complementary SKU to accelerate sell-through.,1399,51286,86178,3
SKU-0175,Bandhani Saree (Mul mul),Saree,Terracotta,XS,SUP-010,1526,4936,64,14,50,0.781,0.219,2024-11-29,2,4.45,14.0,14.3,1.56,170500,Healthy,Online - Instagram,Bundle offer,15,Good velocity but high absolute stock (50 units). Bundle with complementary SKU to accelerate sell-through.,4196,93775,167840,3
SKU-0375,Mirror work Dress (Silk blend),Dress,Blush pink,S,SUP-001,574,1728,70,17,53,0.757,0.243,2024-11-29,2,7.93,17.0,12.5,1.51,61162,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (53 units). Bundle with complementary SKU to accelerate sell-through.,1469,33639,62286,3
SKU-0368,Block print Dupatta (Cotton),Dupatta,Ivory,XL,SUP-003,128,693,88,22,66,0.75,0.25,2024-11-29,2,3.08,12.0,22.0,1.5,37290,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (66 units). Bundle with complementary SKU to accelerate sell-through.,589,20510,31099,3
SKU-0167,Chikankari Saree (Rayon),Saree,Indigo,M,SUP-007,1538,5441,75,19,56,0.747,0.253,2024-11-29,2,2.83,11.0,20.4,1.49,218568,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (56 units). Bundle with complementary SKU to accelerate sell-through.,4625,120212,207200,3
SKU-0258,Dabu print Coord Set (Silk blend),Coord Set,Ochre,XXL,SUP-002,729,1466,116,30,86,0.741,0.259,2024-11-29,2,3.68,15.0,22.9,1.48,63382,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (86 units). Bundle with complementary SKU to accelerate sell-through.,1246,34860,85725,3
SKU-0007,Mirror work Kurta (Linen),Kurta,Terracotta,L,SUP-006,399,1337,122,10,112,0.918,0.082,2024-11-30,1,4.67,10.0,44.8,0.92,105056,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (112 units). Bundle with complementary SKU to accelerate sell-through.,1136,57781,101786,3
SKU-0473,Bagru print Palazzo (Linen),Palazzo,Rust,XS,SUP-005,371,700,101,11,90,0.891,0.109,2024-11-30,1,5.13,11.0,32.7,0.89,29610,Healthy,Online - Instagram,Bundle offer,15,Good velocity but high absolute stock (90 units). Bundle with complementary SKU to accelerate sell-through.,595,16286,42840,3
SKU-0430,Block print Dress (Georgette),Dress,Charcoal,XL,SUP-006,579,1430,88,13,75,0.852,0.148,2024-11-30,1,4.33,13.0,23.1,0.85,63825,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (75 units). Bundle with complementary SKU to accelerate sell-through.,1216,35104,72960,3
SKU-0111,Ikat Kurta (Cotton),Kurta,Sage green,XS,SUP-001,467,1785,119,21,98,0.824,0.176,2024-11-30,1,4.59,18.0,21.8,0.82,129164,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (98 units). Bundle with complementary SKU to accelerate sell-through.,1517,71040,118933,3
SKU-0235,Bandhani Coord Set (Rayon),Coord Set,Ivory,XXL,SUP-006,518,1796,100,18,82,0.82,0.18,2024-11-30,1,3.5,16.0,20.5,0.82,104796,Healthy,Store - Koramangala,Bundle offer,15,Good velocity but high absolute stock (82 units). Bundle with complementary SKU to accelerate sell-through.,1527,57638,100171,3
